#Matrix-Matrix Product : TT | Scalartype Size : 4
#----------------------
#----------------------
#----------------------
#Address Bits:                  32
#Available:                     1
#Compiler Available:            1
#Endian Little:                 1
#Error Correction Support:      0
#Execution Capabilities:        CL_EXEC_KERNEL 
#Extensions:                    cl_khr_fp64 cl_amd_fp64 cl_khr_global_int32_base_atomics cl_khr_global_int32_extended_atomics cl_khr_local_int32_base_atomics cl_khr_local_int32_extended_atomics cl_khr_int64_base_atomics cl_khr_int64_extended_atomics cl_khr_3d_image_writes cl_khr_byte_addressable_store cl_khr_gl_sharing cl_ext_atomic_counters_32 cl_amd_device_attribute_query cl_amd_vec3 cl_amd_printf cl_amd_media_ops cl_amd_media_ops2 cl_amd_popcnt cl_amd_c1x_atomics 
#Global Mem Cache Size:         16384 Bytes
#Global Mem Cache Type:         CL_READ_WRITE_CACHE 
#Global Mem Cacheline Size:     64 Bytes
#Global Mem Size:               2147483648 Bytes
#Host Unified Memory:           0
#Image Support:                 1
#Image2D Max Height:            16384
#Image2D Max Width:             16384
#Image3D Max Depth:             2048
#Image3D Max Height:            2048
#Image3D Max Width:             2048
#Local Mem Size:                32768 Bytes
#Local Mem Type:                CL_LOCAL 
#Max Clock Frequency:           925 MHz
#Max Compute Units:             32
#Max Constant Args:             8
#Max Constant Buffer Size:      65536 Bytes
#Max Mem Alloc Size:            536870912 Bytes
#Max Parameter Size:            1024 Bytes
#Max Read Image Args:           128
#Max Samplers:                  16
#Max Work Group Size:           256
#Max Work Item Dimensions:      3
#Max Work Item Sizes:           256 256 256 
#Max Write Image Args:          8
#Mem Base Addr Align:           2048
#Min Data Type Align Size:      128 Bytes
#Name:                          Tahiti
#Native Vector Width char:      4
#Native Vector Width short:     2
#Native Vector Width int:       1
#Native Vector Width long:      1
#Native Vector Width float:     1
#Native Vector Width double:    1
#Native Vector Width half:      1
#OpenCL C Version:              OpenCL C 1.2 
#Platform:                      0x7fa333a77520
#Preferred Vector Width char:   4
#Preferred Vector Width short:  2
#Preferred Vector Width int:    1
#Preferred Vector Width long:   1
#Preferred Vector Width float:  1
#Preferred Vector Width double: 1
#Preferred Vector Width half:   1
#Profile:                       FULL_PROFILE
#Profiling Timer Resolution:    1 ns
#Queue Properties:              CL_QUEUE_PROFILING_ENABLE 
#Single FP Config:              CL_FP_INF_NAN CL_FP_ROUND_TO_NEAREST CL_FP_ROUND_TO_ZERO CL_FP_ROUND_TO_INF CL_FP_FMA 
#Type:                          GPU 
#Vendor:                        Advanced Micro Devices  Inc.
#Vendor ID:                     4098
#Version:                       OpenCL 1.2 AMD-APP (1124.2)
#Driver Version:                1124.2 (VM)
#----------------------
#tuning for size : 1280
#time Vec LSize1 CacheWidth LSize2 mS kS nS NumGroups
1.986e-02 1 32 16 2 1 1 1 0 0 0
2.000e-02 1 32 32 2 1 1 1 0 0 0
1.908e-02 1 32 64 2 1 1 1 0 0 0
1.900e-02 1 32 128 2 1 1 1 0 0 0
1.972e-02 1 32 16 2 1 2 1 0 0 0
2.004e-02 1 32 32 2 1 2 1 0 0 0
1.943e-02 1 32 64 2 1 2 1 0 0 0
1.888e-02 1 32 128 2 1 2 1 0 0 0
1.950e-02 1 32 16 2 1 4 1 0 0 0
1.994e-02 1 32 32 2 1 4 1 0 0 0
1.888e-02 1 32 64 2 1 4 1 0 0 0
1.880e-02 1 32 128 2 1 4 1 0 0 0
1.972e-02 1 32 16 2 1 8 1 0 0 0
2.008e-02 1 32 32 2 1 8 1 0 0 0
1.889e-02 1 32 64 2 1 8 1 0 0 0
1.917e-02 1 32 128 2 1 8 1 0 0 0
1.952e-02 1 32 16 2 1 1 1 1 0 0
2.429e-02 1 32 32 2 1 1 1 1 0 0
4.298e-02 1 32 64 2 1 1 1 1 0 0
1.019e-01 1 32 128 2 1 1 1 1 0 0
1.950e-02 1 32 16 2 1 2 1 1 0 0
2.428e-02 1 32 32 2 1 2 1 1 0 0
4.290e-02 1 32 64 2 1 2 1 1 0 0
1.019e-01 1 32 128 2 1 2 1 1 0 0
1.963e-02 1 32 16 2 1 4 1 1 0 0
2.423e-02 1 32 32 2 1 4 1 1 0 0
4.295e-02 1 32 64 2 1 4 1 1 0 0
1.019e-01 1 32 128 2 1 4 1 1 0 0
1.954e-02 1 32 16 2 1 8 1 1 0 0
2.426e-02 1 32 32 2 1 8 1 1 0 0
4.295e-02 1 32 64 2 1 8 1 1 0 0
1.018e-01 1 32 128 2 1 8 1 1 0 0
3.148e-02 1 64 16 2 1 1 1 0 0 0
2.327e-02 1 64 32 2 1 1 1 0 0 0
3.147e-02 1 64 64 2 1 1 1 0 0 0
3.105e-02 1 64 128 2 1 1 1 0 0 0
3.157e-02 1 64 16 2 1 2 1 0 0 0
2.326e-02 1 64 32 2 1 2 1 0 0 0
3.148e-02 1 64 64 2 1 2 1 0 0 0
3.152e-02 1 64 128 2 1 2 1 0 0 0
3.157e-02 1 64 16 2 1 4 1 0 0 0
2.263e-02 1 64 32 2 1 4 1 0 0 0
2.569e-02 1 64 64 2 1 4 1 0 0 0
3.067e-02 1 64 128 2 1 4 1 0 0 0
3.142e-02 1 64 16 2 1 8 1 0 0 0
2.347e-02 1 64 32 2 1 8 1 0 0 0
2.551e-02 1 64 64 2 1 8 1 0 0 0
3.096e-02 1 64 128 2 1 8 1 0 0 0
1.859e-02 1 64 16 2 1 1 1 1 0 0
2.568e-02 1 64 32 2 1 1 1 1 0 0
5.169e-02 1 64 64 2 1 1 1 1 0 0
1.853e-02 1 64 16 2 1 2 1 1 0 0
2.574e-02 1 64 32 2 1 2 1 1 0 0
5.165e-02 1 64 64 2 1 2 1 1 0 0
1.851e-02 1 64 16 2 1 4 1 1 0 0
2.568e-02 1 64 32 2 1 4 1 1 0 0
5.164e-02 1 64 64 2 1 4 1 1 0 0
1.853e-02 1 64 16 2 1 8 1 1 0 0
2.574e-02 1 64 32 2 1 8 1 1 0 0
5.169e-02 1 64 64 2 1 8 1 1 0 0
1.912e-02 1 16 16 4 1 1 1 0 0 0
1.943e-02 1 16 32 4 1 1 1 0 0 0
1.895e-02 1 16 64 4 1 1 1 0 0 0
1.873e-02 1 16 128 4 1 1 1 0 0 0
1.912e-02 1 16 16 4 1 2 1 0 0 0
1.942e-02 1 16 32 4 1 2 1 0 0 0
1.897e-02 1 16 64 4 1 2 1 0 0 0
1.840e-02 1 16 128 4 1 2 1 0 0 0
1.907e-02 1 16 16 4 1 4 1 0 0 0
1.937e-02 1 16 32 4 1 4 1 0 0 0
1.892e-02 1 16 64 4 1 4 1 0 0 0
1.874e-02 1 16 128 4 1 4 1 0 0 0
1.910e-02 1 16 16 4 1 8 1 0 0 0
1.946e-02 1 16 32 4 1 8 1 0 0 0
1.886e-02 1 16 64 4 1 8 1 0 0 0
1.879e-02 1 16 128 4 1 8 1 0 0 0
1.825e-02 1 16 16 4 1 1 1 1 0 0
1.834e-02 1 16 32 4 1 1 1 1 0 0
1.973e-02 1 16 64 4 1 1 1 1 0 0
2.493e-02 1 16 128 4 1 1 1 1 0 0
1.829e-02 1 16 16 4 1 2 1 1 0 0
1.840e-02 1 16 32 4 1 2 1 1 0 0
1.973e-02 1 16 64 4 1 2 1 1 0 0
2.494e-02 1 16 128 4 1 2 1 1 0 0
1.833e-02 1 16 16 4 1 4 1 1 0 0
1.832e-02 1 16 32 4 1 4 1 1 0 0
1.965e-02 1 16 64 4 1 4 1 1 0 0
2.494e-02 1 16 128 4 1 4 1 1 0 0
1.835e-02 1 16 16 4 1 8 1 1 0 0
1.825e-02 1 16 32 4 1 8 1 1 0 0
1.978e-02 1 16 64 4 1 8 1 1 0 0
2.494e-02 1 16 128 4 1 8 1 1 0 0
1.904e-02 1 32 16 4 1 1 1 0 0 0
1.329e-02 1 32 32 4 1 1 1 0 0 0
1.863e-02 1 32 64 4 1 1 1 0 0 0
1.882e-02 1 32 128 4 1 1 1 0 0 0
1.891e-02 1 32 16 4 1 2 1 0 0 0
1.354e-02 1 32 32 4 1 2 1 0 0 0
1.859e-02 1 32 64 4 1 2 1 0 0 0
1.869e-02 1 32 128 4 1 2 1 0 0 0
1.884e-02 1 32 16 4 1 4 1 0 0 0
1.361e-02 1 32 32 4 1 4 1 0 0 0
1.490e-02 1 32 64 4 1 4 1 0 0 0
1.847e-02 1 32 128 4 1 4 1 0 0 0
1.844e-02 1 32 16 4 1 8 1 0 0 0
1.515e-02 1 32 32 4 1 8 1 0 0 0
1.498e-02 1 32 64 4 1 8 1 0 0 0
1.831e-02 1 32 128 4 1 8 1 0 0 0
1.075e-02 1 32 16 4 1 1 1 1 0 0
1.231e-02 1 32 32 4 1 1 1 1 0 0
1.715e-02 1 32 64 4 1 1 1 1 0 0
2.973e-02 1 32 128 4 1 1 1 1 0 0
1.063e-02 1 32 16 4 1 2 1 1 0 0
1.230e-02 1 32 32 4 1 2 1 1 0 0
1.716e-02 1 32 64 4 1 2 1 1 0 0
2.971e-02 1 32 128 4 1 2 1 1 0 0
1.062e-02 1 32 16 4 1 4 1 1 0 0
1.231e-02 1 32 32 4 1 4 1 1 0 0
1.714e-02 1 32 64 4 1 4 1 1 0 0
2.969e-02 1 32 128 4 1 4 1 1 0 0
1.062e-02 1 32 16 4 1 8 1 1 0 0
1.228e-02 1 32 32 4 1 8 1 1 0 0
1.718e-02 1 32 64 4 1 8 1 1 0 0
2.975e-02 1 32 128 4 1 8 1 1 0 0
2.681e-02 1 64 16 4 1 1 1 0 0 0
1.140e-02 1 64 32 4 1 1 1 0 0 0
2.561e-02 1 64 64 4 1 1 1 0 0 0
2.471e-02 1 64 128 4 1 1 1 0 0 0
2.644e-02 1 64 16 4 1 2 1 0 0 0
1.141e-02 1 64 32 4 1 2 1 0 0 0
2.548e-02 1 64 64 4 1 2 1 0 0 0
2.408e-02 1 64 128 4 1 2 1 0 0 0
2.661e-02 1 64 16 4 1 4 1 0 0 0
1.136e-02 1 64 32 4 1 4 1 0 0 0
2.075e-02 1 64 64 4 1 4 1 0 0 0
2.421e-02 1 64 128 4 1 4 1 0 0 0
2.688e-02 1 64 16 4 1 8 1 0 0 0
1.139e-02 1 64 32 4 1 8 1 0 0 0
1.995e-02 1 64 64 4 1 8 1 0 0 0
2.334e-02 1 64 128 4 1 8 1 0 0 0
1.059e-02 1 64 16 4 1 1 1 1 0 0
1.243e-02 1 64 32 4 1 1 1 1 0 0
1.675e-02 1 64 64 4 1 1 1 1 0 0
1.040e-02 1 64 16 4 1 2 1 1 0 0
1.243e-02 1 64 32 4 1 2 1 1 0 0
1.675e-02 1 64 64 4 1 2 1 1 0 0
1.039e-02 1 64 16 4 1 4 1 1 0 0
1.242e-02 1 64 32 4 1 4 1 1 0 0
1.675e-02 1 64 64 4 1 4 1 1 0 0
1.038e-02 1 64 16 4 1 8 1 1 0 0
1.241e-02 1 64 32 4 1 8 1 1 0 0
1.676e-02 1 64 64 4 1 8 1 1 0 0
1.604e-02 1 8 16 8 1 1 1 0 0 0
1.657e-02 1 8 32 8 1 1 1 0 0 0
1.765e-02 1 8 64 8 1 1 1 0 0 0
1.835e-02 1 8 128 8 1 1 1 0 0 0
1.694e-02 1 8 16 8 1 2 1 0 0 0
1.646e-02 1 8 32 8 1 2 1 0 0 0
1.846e-02 1 8 64 8 1 2 1 0 0 0
1.865e-02 1 8 128 8 1 2 1 0 0 0
1.728e-02 1 8 16 8 1 4 1 0 0 0
1.520e-02 1 8 32 8 1 4 1 0 0 0
